,0,label
6586,276 new case covid 19 lago 161 river 36 edo 27 kaduna 19 nasarawa 10 oyo 6 kano 4 delta 3 ebonyi 3 gomb 2 ogun 1 ondo 1 borno 1 abia 1 bauchi 1 8344 case covid 19 nigeria discharg 2385 death 249 takerespons httpstcoxl 7qefqawq,real
8954,85 american adult believ wear mask httpstcoec 76zcwovu,real
8457,gallup poll 75 of us teacher concern about covid 19 in school thi fall httpstcolcu 5n7b6qw,fake
828,do someon know commun use american sign languag watch video covid 19 part asl video seri cdc stream health youtub channel httpstcotokrsvylhj,real
5308,xanderarmstrong whi chloroquin describ wonder drug corona virus who 2005 yet 2020 coordin campaign whi would big pharma cheap effect drug bigpharmapuppet,fake
10536,423 new case covid 19nigeria lago 117 fct 40 ondo 35 river 28 osun 24 benu 21 abia 19 ogun 19 ebonyi 18 delta 17 kwara 17 kaduna 15 anambra 14 ekiti 11 kano 9 imo 6 gomb 4 oyo 3 taraba 3 bauchi 1 edo 1 nasarawa 1 47290 confirm 33609 discharg 956 death httpstcoegb 3rb9pbk,real
7499,wed also remind state governor make data better requir test matter conduct outcom report state that import want know real posit rate test httpstcoen 0fwgeabi,real
7072,coronaviru reach lung remain throat four day time person begin cough throat pain if drink water lot gargl warm water salt vinegar elimin viru spread inform save someon inform,fake
6549,indiafightscorona india  60 daili new recoveri come 5 state total number covid 19 recov case nearli 355 lakh httpstcowgijthaagp httpstcocilkqxokez,real
921,a number area ad coronaviru watchlist scientist warn transmiss rate could high 14 uk find area affect httpstcopj 4av9fqo,real
942,photo show crowd anticoronaviru lockdown ralli berlin,fake
750,irish drug cartel announc heroin stimulu packag amid covid 19 crisi httpstcoqmyxvghdbx,fake
9330,14 new case covid 19 confirm nigeria 2 fct 12 lago of 14 6 detect vessel 3 return travel nigeria amp 1 close contact confirm case as 735 pm 26th march 65 confirm case 3 discharg 1 death httpstco 123vn6oneb,real
10272,rt drtedro if effect covid 19 vaccin must also use effect i repeat vaccin nationali ,real
676,a video claim show chines muslim perform commun friday prayer mosqu despit novel coronaviru pandem,fake
6838,indiafightscorona mohfwindia rush central team punjab amp chandigarh station 10 day high level team assist stateut strengthen public health measur surveil test httpstcoq 3fdtorzx drharshvardhan prakashjavdekar pibindia,real
6429,church servic cant resum vaccin say bill gate ,fake
5788,infect put famili risk lifethreaten condit call sepsi do know step take get ahead sepsi httpstcolhyatv 6osq httpstcokrbbdtg 0k7,real
5047,our daili updat publish state report 763k test 62k new case thi consider jump midweek typic may reflect return normal report east coast weather problem the death toll 1333 httpstcohpr 963c9nq,real
9379,health minist edward argar say two week nation lockdown someth   heard  get latest stori httpstcoc 4wkzvolpq httpstco 3ytjize4ur,real
8267,bollywood superstar aamir khan donat rs15000 poor slum dweller one kg wheat flour packet,fake
3537,today  first case young child coupl announc yesterday case recent arriv india we pleas report famili member well jet park hotel quarantin facil auckland the child two year old ,real
2121,newli updat the practic essenti covid 19 httpstcoy 0pvkpujzr httpstcohb 1es82rjm,real
8386, due larg number peopl refus forthcom covid 19 vaccin includ track microchip gate foundat spend billion ensur medic dental inject procedur includ chip ,fake
4908,a liquid mixtur sold claim iscovid 19 vaccin thi fals there current no vaccin drug approv covid 19 prevent health author takeresponsl onli purchas amp consum drug accredit pharmaci health facil httpstcoxvlnplmcmj,real
10520,imag show indian polic beaten migrant worker amid india lockdown commut,fake
7425,correct facil present uniqu challeng slow spread covid 19 as april 28 total 420 correct facil report 4893 covid 19 case among detain incarcer peopl amp 2778 case among facil staff more cdcmmwr httpstcosj 0xlj5ygo httpstcolsntwbnfmc,real
3635,over last week main averag 09 new confirm case per day everi 100000 resid as context rate continu less 2 main  popul would infect next year httpstcoslznwsxeyv,real
4086,a tiger bronx zoo test posit coronaviru httpstco 7ribduigj6 coronaviru tiger bronxzoo zoodirector,fake
70,rt surgeongener dyk handwash remain one best way prevent spread virus like covid 19 here keycap 5 thing ,real
2784,our updat publish as expect number lower last 2 day current hospit howev display weekend effect there almost 54k covid 19 patient hospit across us the 7day averag daili death increas modestli httpstcorh 0zzush1m,real
5302,note cannot captur neg pend test way state report consid number lower bound see thread httpstcoig 8zbi9p7b,real
3696,a femal doctor uttar pradesh die injur stone pelt local muslim refus screen covid 19,fake
37,nyt invent video doctor fight coronaviru hospit,fake
4716,rt thehil just in rhode island governor issu stay home order amid coronaviru pandem ban gather five peopl http ,real
10499,the coronaviru snuck us  ad unforeseen thing ,fake
2472,in itali 232 children die covid 19,fake
8253,camper get readi stop covid 19 track here tip stay safe summer camp httpstcoaltxrrwavp httpstco 47a9xvuvar,real
7390,photoop pm modi read book newspap time covid 19 pandem,fake
3291,quot anthoni fauci write i reject notion viru well get eventu what careless lazi heartless stanc ,fake
9759,eat salt frequent protect corona infect better wear mask,fake
7473,low talker less like spread coronaviru evid suggest httpstcofyotnnhhlj httpstcoqwufjqmsig,real
6301,our daili updat publish state report 716k test 42k case lowest sinc earli juli some good news today death count  426  lowest number monday 5 week httpstcobguh 17unu,real
6411,the latest updat ministri health manat hauora   today new case covid 19 report new zealand   thi mean new zealand  combin total confirm probabl case remain 1498 1148 confirm case covid 19 httpstcozaakfiy 8of,real
1756,accord hmoindia unlock 3guidelin swim pool permit function 182020 howev yoga institut amp gymnasium allow function 582020 sop issu mohfwindia covid 19 covid 19 unlock 3 covidupd httpstcotmtmc 5cbia,real
9983,gebsaar that state report highli like test sick peopl test criteria heavili influenc rate they could also fall behind neg report alexismadrig,real
2588,rt drnancymcdc cdc estim oct 1 feb 29 least 20000 peopl die flu cdc recommend prompt treatment ,real
2898,a 393 peopl spoken refer test,real
5456,the scienc clear meharri  dr jame hildreth say despit cdc backtrack covid 19 airborn,fake
4979, 700 busi 250 relat mass gather   complaint relat retail busi contact trace retail busi requir custom must contact trace worker,real
7105,coronaviru scotland see record 486 peopl test posit day httpstcoubbdeu 1ebm,real
7063,covid 19 coronaviru coronaoutbreak there pandem everi 100 year world mysteri httpstcoqvdcousvh 0,fake
1525,us record highest oneday covid 19 death toll 7 week httpstcolzvhgvt 0ou,fake
7080,health secretari matt hancock announc childcar exempt local lockdown area age 14 vulner adult allow peopl get work follow live httpstcoowtjvezywh httpstcodij 57yii,real
6514,our daili updat publish we  track 156 million test 453k yesterday new singleday high note track test state report for detail see httpstcopzrmh 4bl5i httpstcoohezbwycwm,real
5837,right model show chartdecreas 5 state reduc risk reopen 19 moder risk reopen chartincreas 26 elev risk reopen find state counti httpstcodyojlfjhyd httpstcoxixexdccg 5,real
726,covid 19 coronaviru coronaoutbreak itali hospit overwhelm hundr die daili coronaviru httpstcoblha 07kgjg,fake
8529,963 death regist itali covid 19 die patholog,fake
7078,factcheck biden vp charg obama administr  handl h1n1 pandem the poll outdat prepandem februari 2020 recent poll show declin approv trump  covid 19 respons httpstcoyookabsidq httpstcoazllazdjpb,fake
9793,indiafightscorona major highlight week playbuttonmor 36 crore test conduct far playbuttonrecov patient 34 time activ case playbuttonrecoveri rate cross 75 playbuttonact case 222 total case secretari mohfwindia icmrdelhi httpstcoishocujk 6c,real
10136,do think may covid 19 most peopl get sick take care home if need see doctor call ahead go offic take precaut protect other around see httpstcodpn 350bzrz httpstconeadh 6qtt,real
6347,mustard oil kill coronaviru,fake
3407,video rahul gandhi priyanka vadra gandhi break lock regul,fake
258,the weekend lag effect pronounc death report for exampl last week ca report 6 death monday 111 tue az report 1 death mon 117 tue today az report 8 death ca 23 all data output complic human process httpstcowkn 4aqcigt,real
3838,india  confirm case count cross ten lakh maintain posit thirdworst affect countri world india  first potenti coronaviru vaccin bharat biotech  covaxin begin human trial pgi rohtak today coronaviru coronavirusfact httpstcooojhik 0ip6,fake
7607,our daili updat publish at 760k secondhighest number test record state report 63k new case today along 736 death current hospit rose 1500 55509 httpstcosbktl 32plw,real
2063,let clear donald trump knew threat coronaviru pose fail act it  one unjustifi failur presidenti leadership american histori httpstcol 8bdatzsal,fake
4570,new product the batman paus robert pattinson catch covid wear mask  cover mouth httpstco 0rqv4ygoqr httpstcokqplbsz 0r,fake
420,chief execut tesco dave lewi encourag peopl continu buy normal amid fear new covid 19 restrict could lead panic buy get live coronaviru updat httpstco 7c8w5pwnmp httpstcohmjhkylcqg,real
8511,we abl backfil new jersey death redistribut previou larg june 25 spike probabl death correct day thank govmurphi njdeptofhealth publish data need improv dataset httpstco 2kkeoghui8,real
8075,indiafightscorona a total 86961 new case report last 24 hour countri 76 new confirm case concentr 10 statesut staysaf indiawillwin httpstco 3wt2zkkky4,real
3648,you will refer to it as covid 19 chines origin viral infecti diseas 19,fake
823,an associ sever coronaviru infect blood type emerg httpstcoam 4hdalw6k httpstcoo 0vfwdslx0,real
9981,thi video show dead coronaviru victim amass bergamo brescia hospit,fake
5782,coronaviru covid 19 nyc trump if stay substanti 100000 american death origin project i think good job httpstcot 3hxfvgxgj,fake
5156,countin  flower on the wall nothin  to do but die of boredom httpstcoaknf 4z5azz donaldtrump coronaviru augustamast,fake
4671,pleas convinc patient wear mask public httpstcog 6gxfclpdh via paulpauwaert httpstco 8usgikdf9c,real
9249,a post share thousand time facebook claim corps covid 19 posit person 100 time  toxic  72 hour death undertak buri bodi within prescrib period funer becom hotspot infect,fake
7589,risk appear greater men sever obes women httpstcofp 2qkqgau8,real
4403,if use mask long risk develop tumor,fake
7372,indiafightscorona thenewnorm visit hospitalbackhandindexpointingdown checkmarkbuttonget appoint doctor prior visit hospit checkmarkbuttoncarri covid safeti kit checkmarkbuttononli 2 peopl allow accompani patient hospit checkmarkbuttonmandatori use maskfacecov via nitiaayog httpstcodfczaotnln,real
327,claim made viral video plandem includ viru manipul laboratori set hydroxychloroquin effect famili virus wear mask activ viru,fake
4278,covid 19 coronaviru coronaoutbreak trump thi pandem ive felt pandem long call pandem also trump httpstconkerbzdoss,fake
4882,exhaust pain loneli fear research concern postintens care syndrom covid httpstco 3vflbqqbat httpstcoy 7vvpuhurh,real
7138,man shout duck flout lockdown rule httpstcokccj 0ghcio httpstco 0l4jnllcox,fake
4644,marist colleg auckland cluster close thi mean five signific cluster remain open a cluster consid close new case two incub period ie 28 day date case complet isol,real
6244,post share 2000 time social media appear show 2009 tweet donald trump critic thenpresid barack obama  handl h1n1 pandem place  all respons  presid crisi,fake
1339,coronavirusupd indiafightscorona india  covid 19 recoveri rate scale peak race past 73 httpstcolmr 9xro4wi httpstcowyxdaw 6flw,real
9487,nashvil woman encourag learn obes alon doe not appear increas risk covid 19 mortal httpstco 4gkcfnbr9j health,fake
10550,corona let ppl die i need photograph well prioriti httpstcocxdwqbtl 7g httpstcobqrvcfnc 7y,fake
7300,step back even number new case declin littl absolut number infect still occur countri far high peopl accept new normal httpstcovjo 4fclvgx,real
10387,intens care unit either full reach satur more bed capac desper need staf issu skynewsmichel wit impact second wave covid 19 marseil httpstcomezkp 4zuwz,real
7377,a good tea help avoid new coronaviru,fake
1642,indiafightscorona 74 new case concentr 10 statesut maharashtra alon 18000 follow andhra pradesh amp karnataka 7000 amp 6000 case respect httpstcowkioubnkn 8 httpstcoexgjd 9x1n0,real
6400,a health profession face what thought first fit practic hear alleg delay patient care due inadequ ppe httpstcogomcrbxi 0n httpstcotrtpbmu 5ob,real
115,jamesgross well report quit effect it refus put number tabl dashboard reason beyond,real
1086,covid 19 thrombosi caus bacteria the cure found itali,fake
7644,realdonaldtrump claim us one lowest mortal rate world  covid 19 that fals httpstcogdfjrxcaua httpstcov 0ya3pm0i9,fake
7889,indiafightscorona more 74 total activ case 9 affect state maharashtra karnataka andhra pradesh present contribut 49 total activ case httpstcofswdbn 7d4,real
624,israel found cure vaccin coronaviru,fake
8692,prime minist bori johnson say long way pregnancystyl covid 19 test add soon test becom avail easier theatr footbal stadium reopen fulli httpstco 6pdncm699z httpstcouhelcceph,real
5325,thi region pictur hospit the south approach northeast  peak number 35001 april 14 and note we  still see errat hospit number state httpstcorfetmav 0n,real
3585,you must appli get second stimulu check ive alreadi file mine receiv 2000 month rest year ,fake
10495,we grate nigerian associ technologist engin support nation covid 19 respons face mask amp hand sanitis we continu work profession bodi wholeofsocieti respons covid 19nigeria takerespons httpstcodi 28h3vb0w,real
2339,still 300k test huge number we know increas due report chang california but seem like substanti chang last sever day test capac unit state,real
1474,the region us defin censu size the south twice mani peopl northeast outbreak intens spring 200  million peopl live region case grow quickli httpstconekg 3cz3fk,real
5426,new cdcmmwr highlight first case covid 19 us household pet occur two pet cat ny although covid 19 occasion spread peopl anim evid anim play signific role spread covid 19 httpstcok 6kkqs7ctb httpstcojdt 11kupey,real
5422,while percentag certifi death relat covid 19 still epidem threshold similar observ peak flu season learn httpstcozp 4vylo0pb,real
7595,florida shut mani test site due storm  post help break differ florida outbreak saw new york back spring httpstcovtw 86cfw8x,real
2951,rt who the declin vaccin due disrupt deliveri uptak immun servic caus covid 19 pandem ,real
1139,note the 15 death report lago state 23rd juli includ previous unreport death a breakdown case state found via httpstcozqrpneofet takerespons httpstcoo 9qsvfjrp5,real
5889,whi doctor like anthoni fauci  think hcq work covid 19 httpstcohn 057yklez httpstcog 5frgvjd2f,real
1660,four new case covid 19 report nigeria 3 osun 1 ogun as 1115 31st march 135 confirm case covid 19 report nigeria 2 death httpstco 6zipxcpvmu,real
3334,if  sick covid 19 amp pet becom sick  take pet veterinari clinic call veterinarian amp let know sick covid 19 httpstcoh 8ns2gtd4x httpstcoygwd 8qihpx,real
3661,a steam bar inhal treat prevent covid 19 pune,fake
66,johnkin 17583856 the sensit test definit someth specialist talk i seen real number i also  look hard  thingsalexismadrig,real
4219, at level 2 indoor outdoor gather limit maximum 100 keep everyon safe  at level 2 begin see famili friend must safe,real
335,fourteen new case covid 19 report nigeria 13 lago 1 delta state as 0930 pm 9th april 288 confirm case covid 19 report nigeria fiftyon discharg seven death httpstcodup 2sguiti,real
1413,our daili updat publish we  track 173 million test 404k yesterday line recent number for detail see httpstcopzrmh 4bl5i correct chart miss day data httpstcokxw 1iiqbh2,real
5591,that mean time download start use nz covid tracer app havent alreadi download nz covid tracer record 646400 regist user there 86927 poster creat there 16151 manual entri record,real
9109,thi moment asia correspond chesh test coronaviru china receiv result 30 minut the chines compani behind test say show bori johnson moonshot test programm done more httpstcouev 4ms9sbi httpstcobqv 0t0pxzk,real
1622,no cdc reduc covid 19 florida case count httpstcobbbcvi 6m76 httpstco 5tcax7mbao,fake
5579,indiafightscorona 90 total recov case report 15 statesut the top five state maximum caseload also nodal highest number total recoveri httpstco 3e8vdyastn,real
1192,a messag claim angel broke gone bankrupt oil price went neg due coronaviru lockdown around world,fake
8725,arizona report 45 case today previou singl day httpstco 7ks4rm01l6,real
4525, a pandem make us realiz truli connect home across whole world  cdc diseasedetect rachael zack deploy seattl test one unit state  firstknown covid 19 patient her stori httpstcoz 9k0shxj1g httpstcoesncau 4sxf,real
594,fda eas restrict gay blood donor unless  hot httpstcokhrx 9phij6 lgbtquarantin coronaviru covid 19 httpstcokq 4wc9vzwh,fake
6274,as alway visit httpstcomewgrhfez 1 see produc data remind data user updat api field descript httpstcotgwbluv 3lg,real
9918,34 member vogelcheck famili come down with coronaviru after holiday event httpstcoxwweqacf 4t,fake
5489,russia suppli anticovid avifavir 17 countri base japanes drug favipiravir sever countri develop covid drug like japanes avigan uschines remdesivir russian avifavir postregistr clinic trial complet httpstcomxw 1mgjb0i,fake
2986,1 2brilliant busi model more mask steam inhal 23 time day surest way defeat corona ,fake
179,as morn identifi 28 close contact tokoroa health profession current hospit covid 19 16 alreadi contact we expect contact remaind today,real
8630,681 new case covid 19 lago 345 river 51 ogun 48 gomb 47 oyo 36 imo 31 delta 28 kano 23 bauchi 18 edo 12 katsina 12 kaduna 9 anambra 7 jigawa 5 kebbi 4 ondo 4 nasarawa 1 total 14554 case covid 19nigeria 4494 discharg 387 death takerespons httpstcovamnd 4em4j,real
1020,railway cancel 39 lakh ticket exampl mine 1 ticketdebit amount rs 1013refund amount rs 990deduct amount 23 rs3900000 x 23  8970000 0 rs is scam,fake
6735,worker work 1990 2020 right receiv corona relief inr 120000 ministri labour employ,fake
7826,noimot salako ogun state deputi governor claim state deploy africa  first mobil covid 19 test lab,fake
3586,a viral video purportedli itali show child cri mother die due coronaviru,fake
6676,anoth 4422 new coronaviru case confirm uk highest daili number sinc 8 may it 4322 new case report friday overal total nationwid stand 385936 read latest backhandindexpointingdown httpstcofrbsgczkhh,real
9852, half workforc countri may idl  coronaviru,fake
9414,our daili updat publish we  track 198 million test 547k yesterday close yesterday alltim high note track test state report for detail see httpstcopzrmh 4bl5i httpstcogzan 5y5dwf,real
10351,coronavirusupd roundpushpintot covid 19 case india septemb 7 2020 playbutton 7731 cureddischargedmigr 3250429 playbutton 2099 activ case 882542 playbutton 17 death 71642 total covid 19 confirm case  cureddischargedmigr  activ case  death httpstco 1enkeqbxbo,real
7975,thrombosi main caus death covid 19 patient antibiot treat coronaviru patient,fake
5044,a video view ten thousand time multipl post facebook twitter april 2020 alongsid claim show arrest indian activist trupti desai attempt buy alcohol governmentimpos lockdown trigger covid 19 pandem,fake
8393,in first ralli sinc start covid 19 pandem nationwid black live matter protest presid realdonaldtrump attack oppon joe biden excori protestor stoke racial tension our factcheck httpstcoggxvrnrtm 3 tulsatrumpr httpstcohtioaf 5ihx,fake
432,coronaviru transmit import good,fake
6428,new media outlet abp majha basi intern memo south central railway report special train announc take strand migrant worker home,fake
2260,jame franco said coronaviru kill 3000 peopl lose shit obes kill 300000 peopl annual come new flavor dorito,fake
9471,we updat race ethnic data covid racial data tracker happi report progress onli four state report kind raceethn data they north dakota nebraska nevada south dakota httpstcohtyv 0ma5ta,real
6417,a post claim covid 19 vaccin alreadi develop caus widespread infertil,fake
9204,the nih  announc launch  flurri  larg clinic trial test new approach treat covid the effort aim develop publicpriv coordin approach priorit speed develop treatment vaccin via statnew,real
1818,58 coronaviru death scotland care facil,fake
4254,indiafightscorona dbtindiabirac support covid 19 vaccin develop facilit establish rvsv vaccin manufactur platform first time india nation biopharma mission backhandindexpointingrighthttpstcowgabah 5com staysaf indiawillwin httpstconi 2xiemhrv,real
9575,saddam hussein meet nineti report us threaten quit corona viru iraq,fake
3492,indian social activist trupti desai arrest buy liquor covid 19 lockdown,fake
1779,alexharv 074 covid 19crusher i know chloroquin use case malaria hydroxychloroquin may effect inject quinin use cqhcq becom cerebr malaria blood brain barrier,fake
2718,state report 2492 new death thi highest daili death toll record far httpstcohi 4yv0eiic,real
5495,for everi click italian song rinascer rinascerai youtub donat money hospit bergamo,fake
4444,rt pibindia highlight week checkmarkbuttonov 385 lakh patient recov one highest world checkmarkbuttonov 58 crore sampl test ,real
2385,the latest cdc covidview report show percentag peopl test posit covid 19 medic visit symptom similar covid 19 decreas remain stabl nation although region variat httpstcozp 4vylo0pb httpstcovpb 4okrdep,real
2582,325 new case covid 19nigeria lago 87 fct 49 gomb 28 ebonyi 20 plateau 19 kwara 18 enugu 17 imo 12 river 12 kaduna 11 ogun 10 edo 9 oyo 9 ondo 8 osun 8 ekiti 4 borno 1 kano 1 bauchi 1 nasarawa 1 48770 confirm 36290 discharg 974 death httpstco 0si1ce4dar,real
10490,indiafightscorona with steep exponenti rise daili test cumul test near 47 crore the cumul test date reach 4667914 5 detail httpstco 6kttm2gexz mohfwindia icmrdelhi drharshvardhan staysaf indiawillwin,real
816,if kentucki continu stayathom hospit becom overload howev distanc relax potenti 43k hospit overwhelm system may 8 learn httpstcodshohtt 1ci httpstcotywaicolri,real
3674,the corona viru sourc found it turn mani roof hubei china cover chrysanthemum bat type bat,fake
4910,rt usfda if  fulli recov covid 19 may abl donat plasma help other you must complet resolut ,real
10527,in gener howev test situat unit state appear deterior infect grow report colleagu theatlant httpstcok 2l1smh7fa,real
6974,pattyapoian gop biden  friend china manufactur coronaviru lab wuhan releas world trump ban china travel biden left call xenophob urg peopl visit chinatown then dem block offlabel use hcq after china blame dem,fake
5440,updat covid 19scienc covid 19 south korea rightarrow epidem characteris larg cluster case rightarrow shincheonji religi group account 48 case rightarrowhigh volum test amp low number death suggest small epidem japanesesymbolforbeginnerreport httpstcolcfch 0fxct httpstcouefaj 1ydtj,real
8535,mrmikepark trentonmcfadyen robertgehrk yup report neg test commerci laboratori i think last real holdout tho state report comprehens reliabl other,real
4089,there complex chang report state missouri were doublecheck number standbi,real
9059,healthcar profession dyk cdc offer train clinic care infect control ppe npi emerg prepared respons specif covid 19 find recent record covid 19 webinar onlin cours httpstcoqxc 899jfyh httpstcoqbemkwhdo 4,real
8944,nation mom form vigilant gang make sure get cough check httpstcorfg 6n0lum coldandflu winter coronavid 19 httpstcom 7jkpvx6xo,fake
9287,and godd tweet too httpstcoyv 0iax9qdx donaldtrump polit 2020presidentialelect pandem,fake
2707,in ethiopian airlin flight itali addi ababa airport even passeng infect viru strength except god,fake
6764,thermal scanner detect novel coronaviru,fake
1565,there nearli 330 million peopl unit state  accord trump white hous weve conduct 54 million covid 19 test it abysm donald trump need scale test need immedi,fake
2687,major leagu basebal gain big sponsor httpstcobfwvgcmphn coronaviru basebal majorleaguebasebal sponsor,fake
5039,in unit kingdom woman tri coronavru vaccin die,fake
8960,the highlight new nationwid measur follow 1 there overnight curfew 8p 6am thi mean movement prohibit period except essenti servic takerespons,real
9280,payrol data present covid 19 launch patanjali coronil earn prospect expert get compani news eas baroda verger paont wockhardt cipla etc,fake
6013,while lago profakinabayomi also took team tour treatment centr mainland hospit use manag two confirm case covid 19 nigeria he highlight recent renov expans creat surg capac httpstco 3ihzgjyivo,real
10116,high death rate itali due peopl take ibuprofen,fake
1261,new a popular facebook post erron cite list medic export evid covid 19 test exist prior pandem they didnt httpstcog 2z10cchnb httpstcoudektqciat,fake
811,a photo show covid 19 throat,fake
1714,cardiac mri scan show 35 big 10 athlet test posit covid also myocard httpstcondi 0s6en1,real
6374,the vaccin coronaviru readi us presid donald trump announc roch medic compani launch,fake
6494,protect covid 19 go shop order onlin use curbsid pickup possibl wear face cover practic socialdistanc wash hand soap water leav store get tip httpstcoqojih 3xui5 httpstcoxm 04wiasgu,real
5668,indianarmi tribut coronawarriorsindia coronaupdatesinindia salutecoronawarrior 3 may 2020 foldedhandsclappinghandsclappinghandsclappinghand indindianarmi narendramodi httpstcobgngjn 2uzu,fake
1882,our daili updat publish we  track 286 million test 502k yesterday the 7day averag keep set new high for detail see httpstcopzrmh 4bl5i httpstcoxwdvhuf 9oc,real
7210,shadab khan he 118 m follow tik tok promot shame act how disgust one hi tik tok account need get suspend pl rt look mumbaipolicerajputramesh,fake
5443,from perspect better number separ prevent confus impress goal post move,real
2691,biomagnet cure coronaviru,fake
2708,the drug control gener india dcgi also permit two indigen develop vaccin covid 19 one develop bharat biotech intern ltd collabor icmrdelhi anoth zydu cadila healthcar ltd phase i amp ii clinic trial,real
7090,factcheck is mouthwash prove effect coronaviru research sure found encourag result note mouthwash cure still help read detail httpstcosjk 0rzmwwu httpstcoriovdcjwjg,fake
699,indiafightscorona roundpushpinmetro rail metro allow oper effect 7th septemb 2020backhandindexpointingdown staysaf indiawillwin unlock 4 httpstcosvjhdhhhss,real
3246,our daili updat publish state report 636k test 245k less last thursday today case count 43k death toll 1117 httpstcon 6m4hzxcsq,real
1544,pelota citi hall citi brazilian state rio grand sul use siren mark begin lockdown citi,fake
10569,getz pharma import 1000 covid test kit close factori 5 day randomli test 1000 7 posit these patient asymptomat covid 19 covid 19pakistan,fake
7262,weve lock daili updat here toplin total posit case 7731 total neg test could document 66225 total test could document 76495 all data pleas read caveat httpstcoxavngvskpp,real
2686,complet fibrinolysi shutdown seen sever covid 19 httpstcojk 7tx5mt2z httpstcoxowibklxsd,real
2311,fauci call launch  importanttest patient hospit httpstcoudnd 89r1zl coronaviru,real
7504,over 200 doctor itali die everi day due coronaviru,fake
10384,new medic geniu donald trump discov covid 19 infect number go  test httpstco 2sbrurtnri httpstcoqtlkxqno 2n,fake
6622,yemen current suffer three emerg war hunger coronaviru disast emerg committe saleh saeed say 1 4 peopl contract covid 19 yemen die one highest death rate world httpstcoegxh 9lrg15 breakfast httpstcoyhklh 8e8u,real
5898,trump test neg after take nasal coronaviru test   howev doctor instead found 20 kilo cocain,fake
773,gile 7452 william 05548637 cheesenbranston brianbloop 2 jeremyhum edelebear macid 3000 begentl 50 afewpoint theleav susan 04071 chrisgregson 123 roblev 0 mindedmus triplegggx davidgsmith 18 cathybi davidmetroland veuvek jrwyke shaneja 16905901 squeakydog 1 davidvaporium kidalabama butlerrichard 2 robertcecil 1608 sirtomtuck fccologn 4eva daftruck 1 macpaddi 54 carlsbadcharli creativ 6154333 6 gazza 41 beowulfschaef ruddsbunni mattadkin david 19531501 gentlemangeorg irisheurophil johnrya 13591294 robgood markwh 2001 jamesbl 04750891 vivcoop dw2essex jag 11814459 foxinwolf clareadam ptp 335 resiguru covid depend sever flu kill hayfev isnt go kill ive hayfev bad younger nowaday though i take basic tablet antihistamin pollen high dosnt caus discomfort realli,fake
7187,20manny07 the hill reli wall street journal reli john hopkin tracker incorpor lot differ sourc alexismadrig,real
6440,mike penc introduc program cure coronaviru carrier convers therapi httpstcoa 36kao2nwa httpstcobp 0sdo25f0,fake
10064,the 20 countri covid 19 case togeth home mani peopl india conduct 28x test india here factcheck httpstco 6q6yw42xbj,fake
1965,rt cdctravel cdc help travel understand covid 19 risk countri befor make travel plan check covid 19 risk ,real
2226,see how cmofficeup hospit administr treat corona warrior if food doctorswhat qualiti food give malnourish childshealth care poor covid 19 patient unicef mohfwindia httpstcouhtoqf 8cp7,fake
8663,access covid 19 manag assess respons cmar tool httpstcoq 0eb72lzyw,real
9897,us hospit prepar 96 million coronaviru infect nearli half million death leak document reveal ,fake
5711,the owner indian jewellri group joyalukka die due covid 19,fake
6107,some big day appear test dump california report 56k test today but michigan new york georgia also report 30k test 13 state report 10k overal us hasnt 300k daili test sinc last sunday,real
2854,our total number confirm case 1163 we 9 activ case nz one signific cluster nz remain open  st margaret  rest home auckland our combin total confirm probabl case 1513,real
4972,our total number confirm confirm case covid 19 1408 number report world health organ,real
7699,are you panick about covid 19 enough follow our guid httpstcot 3p9eyyjfd,fake
9299,care home staff coronaviru hotspot wait week test result prompt concern system cannot cope increas demand httpstco 19s0vfuijc,real
1903,germani unit state two best death per 100000 peopl frankli that perhap import number ,fake
3481,the imag boy seriou injuri tablighi jamat covid 19 patient beaten polic india misbehav nurs hospit admit,fake
9020,susanlemon commondefens berniesand omgar frig kid mejust like trump know deadli coronaviru wassam goe polic nightthey said knockedit word distraught boyfriend,fake
9334,staff gold coast hospit australia gift volleybal tom hank quarantin,fake
5857,updat may 13 report us case covid 19 close 14 million 28 state report 10000  case new interact chart show case race ethnic httpstcowiufbkr 3uh httpstcoik 7rnrrnh1,real
4746,the number test complet laboratori yesterday 9825 that bring total number test complet date 378257 there still wide test peopl cold flulik symptom part ongo commun test viru,real
9907,there remain one person receiv hospitallevel care covid 19 middlemor icu yesterday laboratori complet 3302 test bring total number test complet date 259152,real
2463,new in interview foxnewssunday chri wallac presid trump said  we one lowest mortal rate world  covid 19 we say fals httpstcou 0ls18ioyf httpstcogflec 6cp5,fake
4218,facebook twitter took action trump statement children  almost immun  covid 19 the platform said violat polici misinform,fake
6103,if coronaviru get mouth drink water liquid wash esophagu stomach onc tummi stomach acid kill viru,fake
6499,wear mask caus fungal infect,fake
2249, the coronaviru common cold folk ,fake
7777,consist new guidelin manag rheumat diseas covid 19 httpstcowopkznfdhz eular 2020,real
5224,weve still death flu year weve covid 19,fake
2563,coronavirusupd roundpushpintot covid 19 case indiaa august 30 2020 rightarrow 766 cureddischargedmigr 2713933 rightarrow 216 activ case 765302 rightarrow 18 death 63498 total covid 19 confirm case  cureddischargedmigr  activ case  death via mohfwindia httpstcoh 7zypgbf0r,real
